n	repo	path	sha	license	url
88	tsjohns9/istio-course	4 Dark Releases/1-istio-init.yaml	2aeb82b2ac372fac5ec27ebbb31f96b044f44496	NOASSERTION	https://github.com/tsjohns9/istio-course/blob/170d197dbc66bfd256b0a700e6d3268cf8798a23/4 Dark Releases/1-istio-init.yaml
89	coolbenzplayz-cmde/Nexora-backend	k8s/service-mesh.yml	23052a9b38e97310c4500352487e85b60e983a7c	NOASSERTION	https://github.com/coolbenzplayz-cmde/Nexora-backend/blob/4d682f424a0e4fe3b73c5dc58e21b25aa1fac793/k8s/service-mesh.yml
90	YoyoKaraZ/Istio-JWT	POC_Istio/samples/to_be_filtered/ingress/istio/JWT/enable_jwt.yaml	a33a41165872f327fb2f59c353b2159379c3377c	NOASSERTION	https://github.com/YoyoKaraZ/Istio-JWT/blob/e25d1e0f7ae146f8ffba5044e08c07f437522a52/POC_Istio/samples/to_be_filtered/ingress/istio/JWT/enable_jwt.yaml
91	bsvalues/terrafusion-infrastructure	infrastructure/iac/service-mesh/security-policies.yaml	5fbc135790c393c1b0aa6e136bafb588921745a0	NOASSERTION	https://github.com/bsvalues/terrafusion-infrastructure/blob/b91b6ce092aecf2bfa1d2949d9e8345ed4a6c577/infrastructure/iac/service-mesh/security-policies.yaml
92	tetratelabs/charts	charts/istio/1.16.6+tetrate0/base/crds/crd-all.gen.yaml	1f9eed80d7da3c6533888065b3c9304da427d66f	NOASSERTION	https://github.com/tetratelabs/charts/blob/547fa29907496f52f6c01e592a3ac1f5aedf7b3e/charts/istio/1.16.6+tetrate0/base/crds/crd-all.gen.yaml
93	tetratelabs/charts	charts/istio/1.17.8+tetrate2/base/crds/crd-all.gen.yaml	7c2948565d2fbc9a273e0978613154c0b5f34380	NOASSERTION	https://github.com/tetratelabs/charts/blob/547fa29907496f52f6c01e592a3ac1f5aedf7b3e/charts/istio/1.17.8+tetrate2/base/crds/crd-all.gen.yaml
94	josephrodriguez/aureum	charts/kairoscloud-chart/templates/istio/requestauthentication.yaml	50b770776fa1214b9eedd9dbab31925c1d0c7a59	NOASSERTION	https://github.com/josephrodriguez/aureum/blob/60405b2274d24c9c2cd405535a002219b2d1e566/charts/kairoscloud-chart/templates/istio/requestauthentication.yaml
95	questcollector/llmops-manifests	kubeflow-manifests/common/oauth2-proxy/overlays/m2m-dex-and-kind/kustomization.yaml	78011721afca97796dd3a5bb13b269e98d7863ef	NOASSERTION	https://github.com/questcollector/llmops-manifests/blob/222b2a2bf7dd8b8fe419284a0bb1bb8c75799463/kubeflow-manifests/common/oauth2-proxy/overlays/m2m-dex-and-kind/kustomization.yaml
96	HarshadRanganathan/helm-aws-istio-service-mesh	charts/base/crds/crd-all.gen.yaml	e93fbb867145a2455914faebc9af0f518fb284b2	NOASSERTION	https://github.com/HarshadRanganathan/helm-aws-istio-service-mesh/blob/3cf7c4aa500395d31d72df037188ab00ab42ad79/charts/base/crds/crd-all.gen.yaml
97	goorm-gongbang/303-goormgb-k8s-helm	common-charts/infra/istio-security/templates/requestauthentication-jwt.yaml	09d5386b89bfd95574cd24a4f190ccf4a44caa04	NOASSERTION	https://github.com/goorm-gongbang/303-goormgb-k8s-helm/blob/429042a38a78b5805be184df7edf95c0250bcfef/common-charts/infra/istio-security/templates/requestauthentication-jwt.yaml
98	alokhom/rivertyflux-assessment-stack	infra/dev/kubeFlow/common/oauth2-proxy/components/istio-m2m/requestauthentication.yaml	ec0f5428480f476bc8a6ce459f84ff6259d4f3c8	NOASSERTION	https://github.com/alokhom/rivertyflux-assessment-stack/blob/94e653b4baca860037979b07a2954ece2ca9a46b/infra/dev/kubeFlow/common/oauth2-proxy/components/istio-m2m/requestauthentication.yaml
99	chobostar/education_and_training	udemy/istio/7 mTLS/1-istio-init.yaml	b660f2d37b52fd54fb6a3b6745ed68c40194388f	NOASSERTION	https://github.com/chobostar/education_and_training/blob/9dadd5258f8e7950de676a7cdb9a0c4bb4c1c204/udemy/istio/7 mTLS/1-istio-init.yaml
100	raksit31667/learn-dotnet-auth0-istio	istio/backendapi/security/auth0-requestauthentication.yml	b5b6464a2b4be08eff39e748c9cbf5930fc5a147	NOASSERTION	https://github.com/raksit31667/learn-dotnet-auth0-istio/blob/86c1f838210130fbf485cec2593e7b7b9eb9d23e/istio/backendapi/security/auth0-requestauthentication.yml
101	rytswd/get-istio-multicluster	clusters/armadillo/istio/installation/generated-manifests/1.8.5/as-canary/istio-control-plane-install.yaml	eba7945973fceffb80004102df0ce6388e735bec	NOASSERTION	https://github.com/rytswd/get-istio-multicluster/blob/76fbc878112759499d8c9d63a56e8554fe4afa5a/clusters/armadillo/istio/installation/generated-manifests/1.8.5/as-canary/istio-control-plane-install.yaml
102	albinoJimy/Neural-Hive-Mind	k8s/opa-gatekeeper/config.yaml	0c9e24e577ed737d884aa1ed45bbcdb9e257fbe3	NOASSERTION	https://github.com/albinoJimy/Neural-Hive-Mind/blob/3700ac60645bb289ec40da86f3459b10c5692791/k8s/opa-gatekeeper/config.yaml
103	tetratelabs/helm-charts	charts/istio/1.17.8-tetrate-v6/base/crds/crd-all.gen.yaml	7c2948565d2fbc9a273e0978613154c0b5f34380	NOASSERTION	https://github.com/tetratelabs/helm-charts/blob/3452c79a0983f33156003b9995991fee1aabf05b/charts/istio/1.17.8-tetrate-v6/base/crds/crd-all.gen.yaml
104	tetratelabs/helm-charts	charts/istio/1.19.6-tetrate-v0/base/crds/crd-all.gen.yaml	45f40e73b8ee2d04d30dd626fb03ed5e05100ab2	NOASSERTION	https://github.com/tetratelabs/helm-charts/blob/3452c79a0983f33156003b9995991fee1aabf05b/charts/istio/1.19.6-tetrate-v0/base/crds/crd-all.gen.yaml
105	tetratelabs/helm-charts	charts/istio/1.19.6-tetrate-v3/base/crds/crd-all.gen.yaml	45f40e73b8ee2d04d30dd626fb03ed5e05100ab2	NOASSERTION	https://github.com/tetratelabs/helm-charts/blob/3452c79a0983f33156003b9995991fee1aabf05b/charts/istio/1.19.6-tetrate-v3/base/crds/crd-all.gen.yaml
106	tetratelabs/helm-charts	charts/istio/1.19.8-tetrate-v1/base/crds/crd-all.gen.yaml	45f40e73b8ee2d04d30dd626fb03ed5e05100ab2	NOASSERTION	https://github.com/tetratelabs/helm-charts/blob/3452c79a0983f33156003b9995991fee1aabf05b/charts/istio/1.19.8-tetrate-v1/base/crds/crd-all.gen.yaml
107	tetratelabs/helm-charts	charts/istio/1.19.3-tetrate-v0/base/crds/crd-all.gen.yaml	45f40e73b8ee2d04d30dd626fb03ed5e05100ab2	NOASSERTION	https://github.com/tetratelabs/helm-charts/blob/3452c79a0983f33156003b9995991fee1aabf05b/charts/istio/1.19.3-tetrate-v0/base/crds/crd-all.gen.yaml
108	rytswd/get-istio-multicluster	clusters/dolphin/istio/installation/generated-manifests/1.9.5/full-installation/istio-control-plane-install.yaml	c408e29ee7c34553dc15e37e8d9bca2c955c778d	NOASSERTION	https://github.com/rytswd/get-istio-multicluster/blob/76fbc878112759499d8c9d63a56e8554fe4afa5a/clusters/dolphin/istio/installation/generated-manifests/1.9.5/full-installation/istio-control-plane-install.yaml
109	inaccel/cd	knative/crds/istio.yaml	49a094fd1341b0d6d74527a2b1f0613e749e93b9	NOASSERTION	https://github.com/inaccel/cd/blob/9f987173257cf9f94c13e69d9316cf3631bb7a60/knative/crds/istio.yaml
110	NikoRozo/Istio	warmup-exercise/1-istio-init.yaml	c380038bb0420db12a9c44c4695e21239c422427	NOASSERTION	https://github.com/NikoRozo/Istio/blob/416c94fa60c6fd2aa157c7fe0847d1bc46ef1655/warmup-exercise/1-istio-init.yaml
111	dislovelhl/acgs	deployment/service-mesh/security-policies.yaml	81256d1e05f5587a1b2ccb0053af22c217a73c8f	NOASSERTION	https://github.com/dislovelhl/acgs/blob/2a895012743053c7e2263a1102ee57c0ce88536a/deployment/service-mesh/security-policies.yaml
112	chobostar/education_and_training	udemy/istio/warmup-exercise/1-istio-init.yaml	b660f2d37b52fd54fb6a3b6745ed68c40194388f	NOASSERTION	https://github.com/chobostar/education_and_training/blob/9dadd5258f8e7950de676a7cdb9a0c4bb4c1c204/udemy/istio/warmup-exercise/1-istio-init.yaml
113	ep-infosec/24_airbnb_istio-api	kubernetes/customresourcedefinitions.gen.yaml	22c4228bc82fe12c9ab1bd92d9270d8a0057a118	NOASSERTION	https://github.com/ep-infosec/24_airbnb_istio-api/blob/e2bd6cb6778b96ced3e62e9c5af38e50e845999d/kubernetes/customresourcedefinitions.gen.yaml
114	MICHAEL-BODO/MigrationBox-v4	.agent/temp_skills/service-mesh-new/templates/authorization-policy.yaml	6d638433a79e1aba6383304377426cdabe74756f	NOASSERTION	https://github.com/MICHAEL-BODO/MigrationBox-v4/blob/597f99ca77f27c2a630bd25befd3918efea6dd42/.agent/temp_skills/service-mesh-new/templates/authorization-policy.yaml
115	modernappsninja-archive/v7k8s-tc-templates	sc02/istio-1.5.1/install/kubernetes/helm/istio-init/files/crd-all.gen.yaml	431c993c69f308583b7180290568ae75a3b15bd3	NOASSERTION	https://github.com/modernappsninja-archive/v7k8s-tc-templates/blob/83338af7c61b555be198226de9122dbc8c28d9de/sc02/istio-1.5.1/install/kubernetes/helm/istio-init/files/crd-all.gen.yaml
116	SotaSato-stst/payment	application/infra/common/istio/request-authentication-keycloak.yaml	b6cf834fe123a4be8845057a5e4976e012a53afc	NOASSERTION	https://github.com/SotaSato-stst/payment/blob/3bd6c517f63fa63b9cfd9cf5d5fb97d44e3a3dd8/application/infra/common/istio/request-authentication-keycloak.yaml
117	gematik/DEMIS-istio-policies	deployment/helm/policies-authentications-istio/templates/request-authentication.yaml	c3c5125dfd3287b5cbc77241c65419b926e7b4bd	NOASSERTION	https://github.com/gematik/DEMIS-istio-policies/blob/e73bf01b921757ab5b0aaa5821b7c9d49d22c5aa/deployment/helm/policies-authentications-istio/templates/request-authentication.yaml
118	ep-infosec/24_airbnb_istio	manifests/charts/base/files/gen-istio-cluster.yaml	10f1f74ac25e9d69161e329603c2864af4977e68	NOASSERTION	https://github.com/ep-infosec/24_airbnb_istio/blob/f05fdf253ab3f00ed54499c08202b0794d949c34/manifests/charts/base/files/gen-istio-cluster.yaml
119	acornsoft-edgecraft/apps-manual	Istio/assets/istio-1.10.0/manifests/charts/base/crds/crd-all.gen.yaml	0387315da464d1deb83a8ea9cdbad788db9348ef	NOASSERTION	https://github.com/acornsoft-edgecraft/apps-manual/blob/63b3041998353f0f1a2f059024482bca51dca02b/Istio/assets/istio-1.10.0/manifests/charts/base/crds/crd-all.gen.yaml
120	boeboe/istio-helm-charts	charts/istio/istiod-remote/templates/crd-all.gen.yaml	3c2c321c885226182cf1480d1eee95aa05a1dc30	NOASSERTION	https://github.com/boeboe/istio-helm-charts/blob/8d15b7ed0cb455d520a1999503722ed0ae578d55/charts/istio/istiod-remote/templates/crd-all.gen.yaml
121	envoyproxy/envoy	configs/jwt_authn.yaml	384f47438c91cc10e55905877bfe7c25c253de07	NOASSERTION	https://github.com/envoyproxy/envoy/blob/6f74bc5bcf6cc85171abc8ead96fe1fa7db6d389/configs/jwt_authn.yaml
122	envoyproxy/envoy	changelogs/changelogs.yaml	28896282cb1977d3c66a870073f8bbd2796ac1ea	NOASSERTION	https://github.com/envoyproxy/envoy/blob/6f74bc5bcf6cc85171abc8ead96fe1fa7db6d389/changelogs/changelogs.yaml
123	envoyproxy/envoy	changelogs/1.31.0.yaml	67c350f83d8edb0c7f051cbe0120c809a29f1639	NOASSERTION	https://github.com/envoyproxy/envoy/blob/6f74bc5bcf6cc85171abc8ead96fe1fa7db6d389/changelogs/1.31.0.yaml
124	envoyproxy/envoy	changelogs/1.34.0.yaml	4cdf44ccb8690e6325c0b1fa6af579a8878ace87	NOASSERTION	https://github.com/envoyproxy/envoy/blob/6f74bc5bcf6cc85171abc8ead96fe1fa7db6d389/changelogs/1.34.0.yaml
125	envoyproxy/envoy	changelogs/1.30.0.yaml	4b6ced2387e8a77604970036a98bd076f59f3454	NOASSERTION	https://github.com/envoyproxy/envoy/blob/6f74bc5bcf6cc85171abc8ead96fe1fa7db6d389/changelogs/1.30.0.yaml
126	iKubernetes/servicemesh_in_practise	Security/jwt_authn/front-envoy.yaml	b618f0a40680e97d32cb9c9fe1a1d4ffb332449f	NOASSERTION	https://github.com/iKubernetes/servicemesh_in_practise/blob/ee63762b8c7e6ee5bee4d70d992133de87412225/Security/jwt_authn/front-envoy.yaml
127	kgateway-dev/kgateway	pkg/kgateway/translator/gateway/testutils/inputs/jwt/rbac.yaml	410163233778f37adc3c0c30e66ea801ac2442f0	NOASSERTION	https://github.com/kgateway-dev/kgateway/blob/97c3588b3f27ee1851961fd30c5e26415be763c6/pkg/kgateway/translator/gateway/testutils/inputs/jwt/rbac.yaml
128	xczhw/my-envoy	configs/jwt_authn.yaml	725460fdcd9c670561fb279367f4074d6faab8e3	NOASSERTION	https://github.com/xczhw/my-envoy/blob/fdf57ea1d37f159ffb71d04ec8dd264c443c2374/configs/jwt_authn.yaml
129	kgateway-dev/kgateway	pkg/kgateway/translator/gateway/testutils/inputs/rbac/route-cel-rbac.yaml	930a04dccc28733e9ffaebce41684f9292fe6df7	NOASSERTION	https://github.com/kgateway-dev/kgateway/blob/97c3588b3f27ee1851961fd30c5e26415be763c6/pkg/kgateway/translator/gateway/testutils/inputs/rbac/route-cel-rbac.yaml
130	kgateway-dev/kgateway	pkg/kgateway/translator/gateway/testutils/inputs/rbac/httproute-cel-rbac.yaml	0b4e0af963e341f3fddd48c94dceb6d240331912	NOASSERTION	https://github.com/kgateway-dev/kgateway/blob/97c3588b3f27ee1851961fd30c5e26415be763c6/pkg/kgateway/translator/gateway/testutils/inputs/rbac/httproute-cel-rbac.yaml
131	kgateway-dev/kgateway	pkg/kgateway/translator/gateway/testutils/outputs/jwt/httproute.yaml	ba9925729897ca2d4ceaad0664d9d282a8dc4b30	NOASSERTION	https://github.com/kgateway-dev/kgateway/blob/97c3588b3f27ee1851961fd30c5e26415be763c6/pkg/kgateway/translator/gateway/testutils/outputs/jwt/httproute.yaml
132	kgateway-dev/kgateway	pkg/kgateway/translator/gateway/testutils/outputs/jwt/gateway-and-route.yaml	4c059f6acb3644e572398ea87e99a94da2f03d9d	NOASSERTION	https://github.com/kgateway-dev/kgateway/blob/97c3588b3f27ee1851961fd30c5e26415be763c6/pkg/kgateway/translator/gateway/testutils/outputs/jwt/gateway-and-route.yaml
133	teaglebuilt/envoy-sandbox	filters/jwt_authn.yaml	a193a9f47dfa0fa2a96c7416efd2a3fdb62103a2	NOASSERTION	https://github.com/teaglebuilt/envoy-sandbox/blob/915426d15bb456ab17feac04745a0c964e244f6c/filters/jwt_authn.yaml
134	DimaMend/MonoRepo	envoy/configs/jwt_authn.yaml	725460fdcd9c670561fb279367f4074d6faab8e3	NOASSERTION	https://github.com/DimaMend/MonoRepo/blob/cf07e058ce7fe022ffb20d857cc30acaeac6f45b/envoy/configs/jwt_authn.yaml
135	envoyproxy/gateway	release-notes/v1.9.0-rc.1.yaml	be448ab223875cc7e740d494592287d90021d932	NOASSERTION	https://github.com/envoyproxy/gateway/blob/70c2e5cfead3a257347a66ac2a8009ada446b574/release-notes/v1.9.0-rc.1.yaml
136	SurendraNadh98/test	envoy-main/configs/jwt_authn.yaml	384f47438c91cc10e55905877bfe7c25c253de07	NOASSERTION	https://github.com/SurendraNadh98/test/blob/e3a89c8d7b2cc9cfb3cd83965568adeb2cb8e0d3/envoy-main/configs/jwt_authn.yaml
137	jargonzhou/application-store	ops/envoy/jwt_authn/envoy.yaml	838bae66aa02ca75f7e0fb8aaa5145531e901f22	NOASSERTION	https://github.com/jargonzhou/application-store/blob/9e8c4b12ab2be8ac9dec324b2fb7bcf444084121/ops/envoy/jwt_authn/envoy.yaml
138	Apicurio/apicurio-registry	distro/docker-compose/in-memory-with-envoy-opa/envoy.yaml	6cb5bf638bc6257cb13f2b42b89ba7ec75070531	NOASSERTION	https://github.com/Apicurio/apicurio-registry/blob/0d50655ba8d3c6922a2e29469bc5949a62c69ede/distro/docker-compose/in-memory-with-envoy-opa/envoy.yaml
139	envoyproxy/envoy-openssl	changelogs/1.28.2.yaml	e176c9f62693ec5df3ac5d5a30b9238f53ca0f44	NOASSERTION	https://github.com/envoyproxy/envoy-openssl/blob/e877da80e270085bed71eafa0030e72cf87c4536/changelogs/1.28.2.yaml
140	envoyproxy/envoy-openssl	changelogs/1.29.2.yaml	7e9eaf3c2ed80a706f2d09e0ae55d4707dc9f3e7	NOASSERTION	https://github.com/envoyproxy/envoy-openssl/blob/e877da80e270085bed71eafa0030e72cf87c4536/changelogs/1.29.2.yaml
141	envoyproxy/envoy-openssl	changelogs/changelogs.yaml	5ae2a089c7e554ce31b4f69b40a7ab25aae03a34	NOASSERTION	https://github.com/envoyproxy/envoy-openssl/blob/e877da80e270085bed71eafa0030e72cf87c4536/changelogs/changelogs.yaml
142	xmlking/micro-starter-kit	config/base/envoy/config/listeners.yaml	df1de1beda94616ad625e388e9c8388aaa3e5322	NOASSERTION	https://github.com/xmlking/micro-starter-kit/blob/56b08d0a27521d1bfd52323d4f401e51e82d6af4/config/base/envoy/config/listeners.yaml
143	apigee/apigee-remote-service-envoy	loadtest/envoy/config.yaml	1f6beb5abe6aa805b686c4aa4bc312faeea0d847	NOASSERTION	https://github.com/apigee/apigee-remote-service-envoy/blob/02fd629dc317b4981fe8e74131ae17481502a69f/loadtest/envoy/config.yaml
144	10gen/envoy-serverless	changelogs/current.yaml	afcbac9d527a546a09a2bde8ef72d19ae849c010	NOASSERTION	https://github.com/10gen/envoy-serverless/blob/c63cbd73bf5e7d5c5d0c1416ff2a40cce33c1295/changelogs/current.yaml
145	carbynestack/carbynestack	deployments/helmfile.d/0030.istio.yaml	48f1729431d863643cee34b1946ad7f0e102cd24	NOASSERTION	https://github.com/carbynestack/carbynestack/blob/f86a7acbd8f1e4a7c773ad39ce448cae0a657fcd/deployments/helmfile.d/0030.istio.yaml
146	dgn/oidc-filter	examples/envoy/envoy.yaml	19faa5eb861899bfefbdcc746880d5230eec8b0d	NOASSERTION	https://github.com/dgn/oidc-filter/blob/82e74ad16f254e1ffe56ce22769625ff252b08fc/examples/envoy/envoy.yaml
147	wso2/apk	helm-charts/templates/data-plane/gateway-components/envoy-gateway-runtime/enforcer-ext-proc.yaml	037043badf1106e3efe1ef46a142fe5d622f0bcd	NOASSERTION	https://github.com/wso2/apk/blob/00e763dd008d34d2dd9c6636214d3242ff32fb3b/helm-charts/templates/data-plane/gateway-components/envoy-gateway-runtime/enforcer-ext-proc.yaml
148	axsaucedo/kaos	operator/chart/templates/gateway.yaml	00e03f6318569fe8c0e0968e418b3f2adc13ae23	NOASSERTION	https://github.com/axsaucedo/kaos/blob/58b962f993fe50e9745b26417ff55ef314346193/operator/chart/templates/gateway.yaml
149	pgdad/envoy-rust	crates/envoy-config/fuzz/corpus/parse_bootstrap/hcm_jwt_authn_filter.yaml	178692b467ca27462768547e65a4e78058b92e99	NOASSERTION	https://github.com/pgdad/envoy-rust/blob/17ce7a2c2fc3449cf25354e3c0ed23f232edeb07/crates/envoy-config/fuzz/corpus/parse_bootstrap/hcm_jwt_authn_filter.yaml
150	apigee/apigee-remote-service-envoy	loadtest/k8s-files/envoy-config.yaml	25dd3f710c5102d0ced79007bc43c278d8c70cd8	NOASSERTION	https://github.com/apigee/apigee-remote-service-envoy/blob/02fd629dc317b4981fe8e74131ae17481502a69f/loadtest/k8s-files/envoy-config.yaml
151	cilium/proxy	tools/code_format/config.yaml	0ec1e61b2ac7ae3309b08cb6c0d91c373801e554	NOASSERTION	https://github.com/cilium/proxy/blob/ab0596f228a0c4d625eafaa7aeaf37d1909b1b99/tools/code_format/config.yaml
152	envoyproxy/nighthawk	tools/code_format/config.yaml	019ea45a0bec070e8f810bcfbc31c78080140d4e	NOASSERTION	https://github.com/envoyproxy/nighthawk/blob/b668ec6994d1ff2977dee37ad42b19eb5c725c0f/tools/code_format/config.yaml
153	maistra/envoy	changelogs/1.17.4.yaml	98b4099f85e4047bc4b8aaa71952dcb86a700a07	NOASSERTION	https://github.com/maistra/envoy/blob/46552d2ce92f8c8addcc8bee82eb6a23b44f455f/changelogs/1.17.4.yaml
154	maistra/envoy	changelogs/1.19.3.yaml	115cf2fdb785fc46f1937ab494e99fcec1f3962b	NOASSERTION	https://github.com/maistra/envoy/blob/46552d2ce92f8c8addcc8bee82eb6a23b44f455f/changelogs/1.19.3.yaml
155	maistra/envoy	changelogs/1.17.1.yaml	c72d6aed4ead0a7cae39eed45c3a8fb2943e8500	NOASSERTION	https://github.com/maistra/envoy/blob/46552d2ce92f8c8addcc8bee82eb6a23b44f455f/changelogs/1.17.1.yaml
156	maistra/envoy	changelogs/1.18.6.yaml	e57249b3567e1960493ec531a6776f4b9a893489	NOASSERTION	https://github.com/maistra/envoy/blob/46552d2ce92f8c8addcc8bee82eb6a23b44f455f/changelogs/1.18.6.yaml
157	maistra/envoy	changelogs/1.20.2.yaml	8e726e1dea0abcf1046a2410b6492a87a2733d59	NOASSERTION	https://github.com/maistra/envoy/blob/46552d2ce92f8c8addcc8bee82eb6a23b44f455f/changelogs/1.20.2.yaml
158	Regularly-Archive/2021	src/EnvoyJwt/Envoy/envoy.yaml	1d67158bbbb3c727791d75716fb1fefbbe10ba82	NOASSERTION	https://github.com/Regularly-Archive/2021/blob/d1f370e8935822af66b664fcbae4957329988f6b/src/EnvoyJwt/Envoy/envoy.yaml
159	xmlking/micro-apps	config/base/envoy/config/listeners.yaml	e7fff3be4ce4ff593fb45d5f62fe6a1377fa7ee4	NOASSERTION	https://github.com/xmlking/micro-apps/blob/135c0f6b8ccfe17121a367bbfdd8024c77ea3c51/config/base/envoy/config/listeners.yaml
160	nicolerenee/infra	kubernetes/apps/networking/netflow/akvorado/oidc.yaml	d7e8787aedf4a543ad1f9a87890b14a9f35e8a55	NOASSERTION	https://github.com/nicolerenee/infra/blob/34613ffd5ef554d64810c8226a2cd6694339a412/kubernetes/apps/networking/netflow/akvorado/oidc.yaml
161	jbw/TooBigToFailBurgerShop	src/services/ApiGateway/Envoy/envoy.yaml	c5eea089fdc234c9cc58f2f5fee5f6df8de4068b	NOASSERTION	https://github.com/jbw/TooBigToFailBurgerShop/blob/5d014247c56cf9c58c7931677122ee2668408fdd/src/services/ApiGateway/Envoy/envoy.yaml
162	apigee/apigee-remote-service-cli	cmd/samples/templates/envoy-1.16/envoy-config.yaml	fef4bcec5ee81b28c957d62380888c1445490743	NOASSERTION	https://github.com/apigee/apigee-remote-service-cli/blob/3222d003c1d0f8643f76867957fff6710f760728/cmd/samples/templates/envoy-1.16/envoy-config.yaml
163	bptlab/cepta	deployment/dev/envoy.yaml	e539d44f617ddb115654e8cd33dd320760421b94	NOASSERTION	https://github.com/bptlab/cepta/blob/4c9b1d27f98b5813af3ba779c2e38a8b5fca9386/deployment/dev/envoy.yaml
164	apigee/apigee-remote-service-cli	cmd/samples/templates/envoy-1.15/envoy-config.yaml	333594db61ab7dfbc632888bf24569f8dafa86a7	NOASSERTION	https://github.com/apigee/apigee-remote-service-cli/blob/3222d003c1d0f8643f76867957fff6710f760728/cmd/samples/templates/envoy-1.15/envoy-config.yaml
165	envoyproxy/envoy-openssl	tools/code_format/config.yaml	944cd4a892a42f9799de1b0c602c3f8570645704	NOASSERTION	https://github.com/envoyproxy/envoy-openssl/blob/e877da80e270085bed71eafa0030e72cf87c4536/tools/code_format/config.yaml
166	rhetor-ai/DOGE-AI	envoy/envoy.template.yaml	f120fdc2c91eea68ea3d8145f62be72be8f80a8d	NOASSERTION	https://github.com/rhetor-ai/DOGE-AI/blob/42839e3631a7d6fb1df82c20486d601459c73928/envoy/envoy.template.yaml
167	axsaucedo/kaos	operator/chart/values.yaml	532b28080046e02c6cc8ddf6f0db7344a4518a96	NOASSERTION	https://github.com/axsaucedo/kaos/blob/58b962f993fe50e9745b26417ff55ef314346193/operator/chart/values.yaml
168	salrashid123/envoy_iap	envoy_iap.yaml	c0083f1797d6ec9ff8220132116f3da7e6b8ac4b	NOASSERTION	https://github.com/salrashid123/envoy_iap/blob/f0a4905691a6b6d91d92228512b8f56bc6155634/envoy_iap.yaml
169	saarasio/enroute	helm-chart/service-globalconfig/values.yaml	1d1ca4bad8891c491befa09fbef1d6d84314fb13	NOASSERTION	https://github.com/saarasio/enroute/blob/3f746fe37b6c1af27d09dd13690ca544e90be16d/helm-chart/service-globalconfig/values.yaml
170	salrashid123/confidential_space	misc/envoy_cs/envoy-conf-jwt.yaml	c279ee04c3e69edc41611c7abd5f5f7d246e1def	NOASSERTION	https://github.com/salrashid123/confidential_space/blob/00d2d9437ffdf160f123443912bb4ba1e25e83b6/misc/envoy_cs/envoy-conf-jwt.yaml
171	kubevela/catalog	experimental/addons/envoy-gateway/resources/crds/auth.yaml	a91b5a1ac74599028c8a596d340a4a5a8071c2cd	NOASSERTION	https://github.com/kubevela/catalog/blob/d439627ed96fdcf9d13f76eb3e2c09e248864ead/experimental/addons/envoy-gateway/resources/crds/auth.yaml
172	salrashid123/envoy_iap	envoy_google.yaml	474c3222f552d6247b717c17aa5c2bac6c3e375b	NOASSERTION	https://github.com/salrashid123/envoy_iap/blob/f0a4905691a6b6d91d92228512b8f56bc6155634/envoy_google.yaml
173	xujiyou/envoy-examples	jwt/envoy-config.yaml	f1ef9516ca09b0aeb6c9191c0aede0d8e40d62d1	NOASSERTION	https://github.com/xujiyou/envoy-examples/blob/859fc6a824a61d1306e2541717b29a10718220cd/jwt/envoy-config.yaml
174	salrashid123/envoy_wasm	envoy-wasm.yaml	aebe31c7ca4984cb04373ba0cc4729df90056fdf	NOASSERTION	https://github.com/salrashid123/envoy_wasm/blob/b8bb5535a1820436b5476aa8d90d4b46ae7d7752/envoy-wasm.yaml
175	salrashid123/grpc_google_id_tokens	envoy/envoy_config.yaml	9437596db37840116fe085e2e46db605a2e030a1	NOASSERTION	https://github.com/salrashid123/grpc_google_id_tokens/blob/1f447efa755ddde561ef74a7da7005db7f52ccbc/envoy/envoy_config.yaml
176	thesampaton/durable-streams-rust-server	e2e/envoy.yaml	07b2c1c071c4217aed35051197fa47886de10b0d	NOASSERTION	https://github.com/thesampaton/durable-streams-rust-server/blob/a5452e174fd38c82c26e1cadbc6d0b6ac29b5372/e2e/envoy.yaml
177	omerlh/opa-demo	envoy.yaml	91bec57667c7f2a87b1294535fedc5bd35d841c2	NOASSERTION	https://github.com/omerlh/opa-demo/blob/ee765110bf30857f457814cdd53dc78fcfc73cfb/envoy.yaml
178	salrashid123/envoy_cert_bound_token	lua.yaml	35a492df6ee81c9646536143f87c1fa83c2f2e4c	NOASSERTION	https://github.com/salrashid123/envoy_cert_bound_token/blob/80b0736627e9ab03c4b8841ad72fc5f83d7758de/lua.yaml
179	deployKF/deployKF	generator/templates/manifests/deploykf-core/deploykf-istio-gateway/templates/gateway/EnvoyFilter-ext-authz.yaml	bc4b8f2b048050273d408e1db149bff125dd3f59	NOASSERTION	https://github.com/deployKF/deployKF/blob/5631e26721e4bbc2d3e494919330216ee4db28c6/generator/templates/manifests/deploykf-core/deploykf-istio-gateway/templates/gateway/EnvoyFilter-ext-authz.yaml
180	langchain-ai/helm	charts/langsmith-auth-proxy/values.yaml	b6c9b20f516e629b127066c1afd77a04dccace58	NOASSERTION	https://github.com/langchain-ai/helm/blob/09652e5c6afee26876b3f9698bfab6d4db3b0797/charts/langsmith-auth-proxy/values.yaml
181	apigee/apigee-remote-service-cli	cmd/samples/templates/istio-1.9/envoyfilter-sidecar.yaml	df5f2f0466e9537d5a19149c396e6c95943fdbe4	NOASSERTION	https://github.com/apigee/apigee-remote-service-cli/blob/3222d003c1d0f8643f76867957fff6710f760728/cmd/samples/templates/istio-1.9/envoyfilter-sidecar.yaml
