n	repo	path	sha	license	url
182	envoyproxy/envoy-openssl	source/extensions/extensions_metadata.yaml	f96471e1cf6d3fe73d8048b30e21fc59819bd37e	NOASSERTION	https://github.com/envoyproxy/envoy-openssl/blob/e877da80e270085bed71eafa0030e72cf87c4536/source/extensions/extensions_metadata.yaml
183	apigee/apigee-remote-service-cli	cmd/samples/templates/istio-1.2x/envoyfilter-sidecar.yaml	297091d95ac661cfb0048ab15a71fbf18dc1cbad	NOASSERTION	https://github.com/apigee/apigee-remote-service-cli/blob/3222d003c1d0f8643f76867957fff6710f760728/cmd/samples/templates/istio-1.2x/envoyfilter-sidecar.yaml
184	heizelnet/envoy-pqc	configs/jwt_authn.yaml	725460fdcd9c670561fb279367f4074d6faab8e3	NOASSERTION	https://github.com/heizelnet/envoy-pqc/blob/869b502eb0af7b0b82c38aea0a0fe66c9d1ed891/configs/jwt_authn.yaml
185	Sanket3212/envoy-ppc64le	configs/jwt_authn.yaml	384f47438c91cc10e55905877bfe7c25c253de07	NOASSERTION	https://github.com/Sanket3212/envoy-ppc64le/blob/6a73d5268e341aef771436a7ff2fa68de41f62fa/configs/jwt_authn.yaml
186	kkbni/envoy-cache-filter	configs/jwt_authn.yaml	384f47438c91cc10e55905877bfe7c25c253de07	NOASSERTION	https://github.com/kkbni/envoy-cache-filter/blob/ad4bf13b3204f33b657a0040a7cadc35ac3e6412/configs/jwt_authn.yaml
187	As9530272755/envoyDemo	Security/jwt_authn/front-envoy.yaml	b618f0a40680e97d32cb9c9fe1a1d4ffb332449f	NOASSERTION	https://github.com/As9530272755/envoyDemo/blob/ba05f06d6e107ef8ff96df3a935caa36d42aa00d/Security/jwt_authn/front-envoy.yaml
188	xczhw/my-envoy	changelogs/1.17.4.yaml	98b4099f85e4047bc4b8aaa71952dcb86a700a07	NOASSERTION	https://github.com/xczhw/my-envoy/blob/fdf57ea1d37f159ffb71d04ec8dd264c443c2374/changelogs/1.17.4.yaml
189	xczhw/my-envoy	changelogs/1.19.3.yaml	115cf2fdb785fc46f1937ab494e99fcec1f3962b	NOASSERTION	https://github.com/xczhw/my-envoy/blob/fdf57ea1d37f159ffb71d04ec8dd264c443c2374/changelogs/1.19.3.yaml
190	xczhw/my-envoy	changelogs/1.28.2.yaml	e176c9f62693ec5df3ac5d5a30b9238f53ca0f44	NOASSERTION	https://github.com/xczhw/my-envoy/blob/fdf57ea1d37f159ffb71d04ec8dd264c443c2374/changelogs/1.28.2.yaml
191	xczhw/my-envoy	changelogs/1.17.1.yaml	c72d6aed4ead0a7cae39eed45c3a8fb2943e8500	NOASSERTION	https://github.com/xczhw/my-envoy/blob/fdf57ea1d37f159ffb71d04ec8dd264c443c2374/changelogs/1.17.1.yaml
192	wcz0910/envoy	changelogs/1.17.4.yaml	98b4099f85e4047bc4b8aaa71952dcb86a700a07	NOASSERTION	https://github.com/wcz0910/envoy/blob/7b4eed1a6d18f00b11859fa2e389e70b6b7d8c4d/changelogs/1.17.4.yaml
193	amaan75/envoy-extended	changelogs/1.17.4.yaml	98b4099f85e4047bc4b8aaa71952dcb86a700a07	NOASSERTION	https://github.com/amaan75/envoy-extended/blob/7dcb624427fc4c6cd33236b4367ba1157b62230e/changelogs/1.17.4.yaml
194	anilhbtiit/envoyClone	changelogs/1.17.4.yaml	98b4099f85e4047bc4b8aaa71952dcb86a700a07	NOASSERTION	https://github.com/anilhbtiit/envoyClone/blob/d19462ed2cddbaf23bc04648d2ac9c271b52c57e/changelogs/1.17.4.yaml
195	wcz0910/envoy	changelogs/1.19.3.yaml	115cf2fdb785fc46f1937ab494e99fcec1f3962b	NOASSERTION	https://github.com/wcz0910/envoy/blob/7b4eed1a6d18f00b11859fa2e389e70b6b7d8c4d/changelogs/1.19.3.yaml
196	amaan75/envoy-extended	changelogs/1.19.3.yaml	115cf2fdb785fc46f1937ab494e99fcec1f3962b	NOASSERTION	https://github.com/amaan75/envoy-extended/blob/7dcb624427fc4c6cd33236b4367ba1157b62230e/changelogs/1.19.3.yaml
197	anilhbtiit/envoyClone	changelogs/1.19.3.yaml	115cf2fdb785fc46f1937ab494e99fcec1f3962b	NOASSERTION	https://github.com/anilhbtiit/envoyClone/blob/d19462ed2cddbaf23bc04648d2ac9c271b52c57e/changelogs/1.19.3.yaml
198	anilhbtiit/envoyClone	changelogs/1.28.2.yaml	e176c9f62693ec5df3ac5d5a30b9238f53ca0f44	NOASSERTION	https://github.com/anilhbtiit/envoyClone/blob/d19462ed2cddbaf23bc04648d2ac9c271b52c57e/changelogs/1.28.2.yaml
199	heizelnet/envoy-pqc	changelogs/1.28.2.yaml	e176c9f62693ec5df3ac5d5a30b9238f53ca0f44	NOASSERTION	https://github.com/heizelnet/envoy-pqc/blob/869b502eb0af7b0b82c38aea0a0fe66c9d1ed891/changelogs/1.28.2.yaml
200	Sanket3212/envoy-ppc64le	changelogs/1.28.2.yaml	e176c9f62693ec5df3ac5d5a30b9238f53ca0f44	NOASSERTION	https://github.com/Sanket3212/envoy-ppc64le/blob/6a73d5268e341aef771436a7ff2fa68de41f62fa/changelogs/1.28.2.yaml
201	wcz0910/envoy	changelogs/1.17.1.yaml	c72d6aed4ead0a7cae39eed45c3a8fb2943e8500	NOASSERTION	https://github.com/wcz0910/envoy/blob/7b4eed1a6d18f00b11859fa2e389e70b6b7d8c4d/changelogs/1.17.1.yaml
202	amaan75/envoy-extended	changelogs/1.17.1.yaml	c72d6aed4ead0a7cae39eed45c3a8fb2943e8500	NOASSERTION	https://github.com/amaan75/envoy-extended/blob/7dcb624427fc4c6cd33236b4367ba1157b62230e/changelogs/1.17.1.yaml
203	anilhbtiit/envoyClone	changelogs/1.17.1.yaml	c72d6aed4ead0a7cae39eed45c3a8fb2943e8500	NOASSERTION	https://github.com/anilhbtiit/envoyClone/blob/d19462ed2cddbaf23bc04648d2ac9c271b52c57e/changelogs/1.17.1.yaml
204	anilhbtiit/envoyClone	changelogs/1.29.2.yaml	7e9eaf3c2ed80a706f2d09e0ae55d4707dc9f3e7	NOASSERTION	https://github.com/anilhbtiit/envoyClone/blob/d19462ed2cddbaf23bc04648d2ac9c271b52c57e/changelogs/1.29.2.yaml
205	heizelnet/envoy-pqc	changelogs/1.29.2.yaml	7e9eaf3c2ed80a706f2d09e0ae55d4707dc9f3e7	NOASSERTION	https://github.com/heizelnet/envoy-pqc/blob/869b502eb0af7b0b82c38aea0a0fe66c9d1ed891/changelogs/1.29.2.yaml
206	Sanket3212/envoy-ppc64le	changelogs/1.29.2.yaml	7e9eaf3c2ed80a706f2d09e0ae55d4707dc9f3e7	NOASSERTION	https://github.com/Sanket3212/envoy-ppc64le/blob/6a73d5268e341aef771436a7ff2fa68de41f62fa/changelogs/1.29.2.yaml
207	wcz0910/envoy	changelogs/1.18.6.yaml	e57249b3567e1960493ec531a6776f4b9a893489	NOASSERTION	https://github.com/wcz0910/envoy/blob/7b4eed1a6d18f00b11859fa2e389e70b6b7d8c4d/changelogs/1.18.6.yaml
208	amaan75/envoy-extended	changelogs/1.18.6.yaml	e57249b3567e1960493ec531a6776f4b9a893489	NOASSERTION	https://github.com/amaan75/envoy-extended/blob/7dcb624427fc4c6cd33236b4367ba1157b62230e/changelogs/1.18.6.yaml
209	wcz0910/envoy	changelogs/1.20.2.yaml	8e726e1dea0abcf1046a2410b6492a87a2733d59	NOASSERTION	https://github.com/wcz0910/envoy/blob/7b4eed1a6d18f00b11859fa2e389e70b6b7d8c4d/changelogs/1.20.2.yaml
210	amaan75/envoy-extended	changelogs/1.20.2.yaml	8e726e1dea0abcf1046a2410b6492a87a2733d59	NOASSERTION	https://github.com/amaan75/envoy-extended/blob/7dcb624427fc4c6cd33236b4367ba1157b62230e/changelogs/1.20.2.yaml
211	ShankarParimi/golangSample	config/base/envoy/config/listeners.yaml	df1de1beda94616ad625e388e9c8388aaa3e5322	NOASSERTION	https://github.com/ShankarParimi/golangSample/blob/e5b438d66fe55a27f263eee2df904cc2788a0b4c/config/base/envoy/config/listeners.yaml
212	heizelnet/envoy-pqc	changelogs/1.31.0.yaml	67c350f83d8edb0c7f051cbe0120c809a29f1639	NOASSERTION	https://github.com/heizelnet/envoy-pqc/blob/869b502eb0af7b0b82c38aea0a0fe66c9d1ed891/changelogs/1.31.0.yaml
213	Sanket3212/envoy-ppc64le	changelogs/1.31.0.yaml	67c350f83d8edb0c7f051cbe0120c809a29f1639	NOASSERTION	https://github.com/Sanket3212/envoy-ppc64le/blob/6a73d5268e341aef771436a7ff2fa68de41f62fa/changelogs/1.31.0.yaml
214	Sanket3212/envoy-ppc64le	changelogs/1.34.0.yaml	4cdf44ccb8690e6325c0b1fa6af579a8878ace87	NOASSERTION	https://github.com/Sanket3212/envoy-ppc64le/blob/6a73d5268e341aef771436a7ff2fa68de41f62fa/changelogs/1.34.0.yaml
215	kkbni/envoy-cache-filter	changelogs/1.34.0.yaml	4cdf44ccb8690e6325c0b1fa6af579a8878ace87	NOASSERTION	https://github.com/kkbni/envoy-cache-filter/blob/ad4bf13b3204f33b657a0040a7cadc35ac3e6412/changelogs/1.34.0.yaml
216	kkbni/envoy-cache-filter	changelogs/1.30.0.yaml	4b6ced2387e8a77604970036a98bd076f59f3454	NOASSERTION	https://github.com/kkbni/envoy-cache-filter/blob/ad4bf13b3204f33b657a0040a7cadc35ac3e6412/changelogs/1.30.0.yaml
217	kkbni/envoy-cache-filter	changelogs/1.36.0.yaml	3314393ae7a2829dbe2b2dc855d7dc548be7241b	NOASSERTION	https://github.com/kkbni/envoy-cache-filter/blob/ad4bf13b3204f33b657a0040a7cadc35ac3e6412/changelogs/1.36.0.yaml
218	heizelnet/envoy-pqc	changelogs/1.32.0.yaml	b41a3842bdb8da944a3216e33e88290abdf077cb	NOASSERTION	https://github.com/heizelnet/envoy-pqc/blob/869b502eb0af7b0b82c38aea0a0fe66c9d1ed891/changelogs/1.32.0.yaml
219	kkbni/envoy-cache-filter	changelogs/1.37.0.yaml	4e6dd33ce4e11cc4ccaa3813d65f487295bfb313	NOASSERTION	https://github.com/kkbni/envoy-cache-filter/blob/ad4bf13b3204f33b657a0040a7cadc35ac3e6412/changelogs/1.37.0.yaml
220	realboost/realboost-agentgateway	pkg/kgateway/translator/gateway/testutils/inputs/rbac/route-cel-rbac.yaml	930a04dccc28733e9ffaebce41684f9292fe6df7	NOASSERTION	https://github.com/realboost/realboost-agentgateway/blob/d191742f63dde3f596b1a442521431df77574d70/pkg/kgateway/translator/gateway/testutils/inputs/rbac/route-cel-rbac.yaml
221	sayboras/proxy	tools/code_format/config.yaml	0ec1e61b2ac7ae3309b08cb6c0d91c373801e554	NOASSERTION	https://github.com/sayboras/proxy/blob/01f43852f3618e25c25b1d67c2561a7312ea865a/tools/code_format/config.yaml
222	realboost/realboost-agentgateway	pkg/kgateway/translator/gateway/testutils/inputs/rbac/httproute-cel-rbac.yaml	0b4e0af963e341f3fddd48c94dceb6d240331912	NOASSERTION	https://github.com/realboost/realboost-agentgateway/blob/d191742f63dde3f596b1a442521431df77574d70/pkg/kgateway/translator/gateway/testutils/inputs/rbac/httproute-cel-rbac.yaml
223	dhanrajlab/kube	experimental/addons/envoy-gateway/resources/crds/auth.yaml	a91b5a1ac74599028c8a596d340a4a5a8071c2cd	NOASSERTION	https://github.com/dhanrajlab/kube/blob/58ceea2cc1c8e8748a898d8a0e58169ad9df90e4/experimental/addons/envoy-gateway/resources/crds/auth.yaml
224	chi3316/kubevela-addons	experimental/addons/envoy-gateway/resources/crds/auth.yaml	a91b5a1ac74599028c8a596d340a4a5a8071c2cd	NOASSERTION	https://github.com/chi3316/kubevela-addons/blob/835cdb78da910dcd0cc7b2645bd957604f4c7efc/experimental/addons/envoy-gateway/resources/crds/auth.yaml
225	redhat-scholars/istio-tutorial	istiofiles/namespace-rbac-policy-jwt.yml	60f824484f3c299a71d037e8b6bc34580faf7531	NOASSERTION	https://github.com/redhat-scholars/istio-tutorial/blob/aea73b381c599504bbed332fa42be6e4ca60bf74/istiofiles/namespace-rbac-policy-jwt.yml
226	redhat-scholars/istio-tutorial	istiofiles/authorization-policy-jwt.yaml	3d6ca868d2254c72c1def84ae22049ed5804ff81	NOASSERTION	https://github.com/redhat-scholars/istio-tutorial/blob/aea73b381c599504bbed332fa42be6e4ca60bf74/istiofiles/authorization-policy-jwt.yaml
227	redhat-scholars/istio-tutorial	istiofiles/old-namespace-rbac-policy-jwt.yml	b353f563ab755bd81170c0c36030f9e0c83f5765	NOASSERTION	https://github.com/redhat-scholars/istio-tutorial/blob/aea73b381c599504bbed332fa42be6e4ca60bf74/istiofiles/old-namespace-rbac-policy-jwt.yml
228	mosn/mosn	istio/istio1106/mixer/v1/global_dictionary.yaml	ffdd343826169df30a42c8cd34f002fd38708f4c	NOASSERTION	https://github.com/mosn/mosn/blob/707d635b77329221203f42b6016cce22eda79141/istio/istio1106/mixer/v1/global_dictionary.yaml
229	cloudnativebooks/cloud-native-istio	12_security/12.2/vs-frontend.yaml	983ca8da10ff257f9a36f646c19ecc991d164a79	NOASSERTION	https://github.com/cloudnativebooks/cloud-native-istio/blob/8ddf97075c42709b4f89805c2f23dbc8a3f4d530/12_security/12.2/vs-frontend.yaml
230	myelintek/primehub	chart/templates/authService/policy.yaml	244ecfb19cd9f8af968d591e26926618b28d23a5	NOASSERTION	https://github.com/myelintek/primehub/blob/a30152f30177c6f2cdedaaf47d76d8473ef1d3ef/chart/templates/authService/policy.yaml
231	GoogleCloudPlatform/anthos-service-mesh-packages	asm/identity-provider/googleidp.yaml	ad969bd3e790a4da38dddbe2a99bcc6495e1dc6e	NOASSERTION	https://github.com/GoogleCloudPlatform/anthos-service-mesh-packages/blob/4f3f4c674b2e81750186dc865500dfb592954eeb/asm/identity-provider/googleidp.yaml
232	GoogleCloudPlatform/magic-modules	mmv1/products/iam3/ProjectsPolicyBinding.yaml	055445aa74d88ef7d7e1c6d0ac40f787166423a1	NOASSERTION	https://github.com/GoogleCloudPlatform/magic-modules/blob/562bc8623e4f25e618a3ae336496649ab0d780b1/mmv1/products/iam3/ProjectsPolicyBinding.yaml
233	microservices-security-in-action/samples	chapter12/sample05/1.4.0/authzpolicy.yaml	c70c6afd20a347c9ea8dbb8c2c2c6aecf121685d	NOASSERTION	https://github.com/microservices-security-in-action/samples/blob/c3c2dcf054137d12759f4b576a7ff4fd4a6db575/chapter12/sample05/1.4.0/authzpolicy.yaml
234	GoogleCloudPlatform/cloud-run-mesh	manifests/googleidp.yaml	931c22a43216d5314b5c9de567eb67db5434b629	NOASSERTION	https://github.com/GoogleCloudPlatform/cloud-run-mesh/blob/cac57262761bc33a1690d6643a41828c649cb352/manifests/googleidp.yaml
235	microservices-security-in-action/samples	chapter12/sample05/servicerolebinding.yaml	fa84fbe051d062bd32bd13d35a2f78ecd069e347	NOASSERTION	https://github.com/microservices-security-in-action/samples/blob/c3c2dcf054137d12759f4b576a7ff4fd4a6db575/chapter12/sample05/servicerolebinding.yaml
236	GoogleCloudPlatform/magic-modules	mmv1/products/iam3/OrganizationsPolicyBinding.yaml	f7db0fede4be88baaff19b42d19f331117f3cd1e	NOASSERTION	https://github.com/GoogleCloudPlatform/magic-modules/blob/562bc8623e4f25e618a3ae336496649ab0d780b1/mmv1/products/iam3/OrganizationsPolicyBinding.yaml
237	microservices-security-in-action/samples	chapter12/sample05/1.4.0/request.authz.policy.yaml	9d46a6af9b0e2743c37b6cb736e14f3b70fc7b2e	NOASSERTION	https://github.com/microservices-security-in-action/samples/blob/c3c2dcf054137d12759f4b576a7ff4fd4a6db575/chapter12/sample05/1.4.0/request.authz.policy.yaml
238	wso2/istio-apim	install/adapter-artifacts/attributes.yaml	54a0b3d012fe97dcc50d7d7ea624257d47a3c5b3	NOASSERTION	https://github.com/wso2/istio-apim/blob/9868612c9de7750047ab10a71d0843898d907616/install/adapter-artifacts/attributes.yaml
239	GoogleCloudPlatform/anthos-service-mesh-packages	asm/identity-provider/identityprovider-crd.yaml	61efa2df5f75ca9f758bb7be43335db204f82f59	NOASSERTION	https://github.com/GoogleCloudPlatform/anthos-service-mesh-packages/blob/4f3f4c674b2e81750186dc865500dfb592954eeb/asm/identity-provider/identityprovider-crd.yaml
240	microservices-security-in-action/samples	chapter12/grpc/sample01/k8s/authorization-inventory-2.yaml	5a9a11784398cc6f3fa983cc9829503a8158b906	NOASSERTION	https://github.com/microservices-security-in-action/samples/blob/c3c2dcf054137d12759f4b576a7ff4fd4a6db575/chapter12/grpc/sample01/k8s/authorization-inventory-2.yaml
241	istioinaction/book-source-code	ch9/enduser/allow-mesh-all-ops-admin.yaml	cbc91b03e01f67e75807721525842d2001717781	NOASSERTION	https://github.com/istioinaction/book-source-code/blob/088fbcc2de75cfe7fe3ff492a6dfd64e26f8be06/ch9/enduser/allow-mesh-all-ops-admin.yaml
242	dennyzhang/cheatsheet.dennyzhang.com	cheatsheet-knative-A4/yaml/istio.yaml	781ce72501b244493d53ff5935f5bcc22017d958	NOASSERTION	https://github.com/dennyzhang/cheatsheet.dennyzhang.com/blob/d9c6a7044622eb452898580b9dcd37ff54331beb/cheatsheet-knative-A4/yaml/istio.yaml
243	opea-project/GenAIInfra	authN-authZ/auth-istio/gmc-based/chatQnA_authZ_fakejwt.yaml	199c8663bd64e725cce2e7d37072a73ef20e29f0	NOASSERTION	https://github.com/opea-project/GenAIInfra/blob/9200b371d3eb08a33607b23e6f66b7ae5afc4346/authN-authZ/auth-istio/gmc-based/chatQnA_authZ_fakejwt.yaml
244	opea-project/GenAIInfra	authN-authZ/auth-istio/gmc-based/chatQnA_authZ_keycloak.yaml	eb0557a0696a4ebec33baf0082cd4f258961851b	NOASSERTION	https://github.com/opea-project/GenAIInfra/blob/9200b371d3eb08a33607b23e6f66b7ae5afc4346/authN-authZ/auth-istio/gmc-based/chatQnA_authZ_keycloak.yaml
245	layer5io/advanced-istio-service-mesh-workshop	lab-6/identity-verification/add-claims.yaml	b24c590b8d288eeade9896da8aef4396eeef35be	NOASSERTION	https://github.com/layer5io/advanced-istio-service-mesh-workshop/blob/40b7a7edb6571bd6d8779b4c13e0f73fe49d75da/lab-6/identity-verification/add-claims.yaml
246	kiali/kiali.io	static/files/validation_examples/803.yaml	8ea8647e8a34d57d4c4874958bd818e0409ad1fa	NOASSERTION	https://github.com/kiali/kiali.io/blob/cf362857b986c897ce7cc1a10fbc55ba6674c466/static/files/validation_examples/803.yaml
247	kiali/kiali.io	static/files/validation_examples/805.yaml	a1f6442490d956888c47a66a34185d63e494868d	NOASSERTION	https://github.com/kiali/kiali.io/blob/cf362857b986c897ce7cc1a10fbc55ba6674c466/static/files/validation_examples/805.yaml
248	kiali/kiali.io	static/files/validation_examples/804.yaml	82bc46caffe46c7053594327ccdb9fa382607055	NOASSERTION	https://github.com/kiali/kiali.io/blob/cf362857b986c897ce7cc1a10fbc55ba6674c466/static/files/validation_examples/804.yaml
249	kiali/kiali.io	static/files/validation_examples/801.yaml	c83174cbaccbd327104730bd6403ad0631e33c0a	NOASSERTION	https://github.com/kiali/kiali.io/blob/cf362857b986c897ce7cc1a10fbc55ba6674c466/static/files/validation_examples/801.yaml
250	kiali/kiali.io	static/files/validation_examples/806.yaml	410f0815d0a78884fea276e4dd7dd4a4c960f8f1	NOASSERTION	https://github.com/kiali/kiali.io/blob/cf362857b986c897ce7cc1a10fbc55ba6674c466/static/files/validation_examples/806.yaml
251	opea-project/GenAIInfra	authN-authZ/auth-istio/helm-chart-based/chatQnA_authZ_fakejwt.yaml	ae1a7e6e0ad491bd7c5740358ac0550c71e92a28	NOASSERTION	https://github.com/opea-project/GenAIInfra/blob/9200b371d3eb08a33607b23e6f66b7ae5afc4346/authN-authZ/auth-istio/helm-chart-based/chatQnA_authZ_fakejwt.yaml
252	hoangsonww/DocuThinker-AI-App	service-mesh/istio/policies/authorization-policies.yaml	8f4b24a509c02c6e42c3c8973a11b3d12181b135	NOASSERTION	https://github.com/hoangsonww/DocuThinker-AI-App/blob/e63c532cac612774c4d084202ca749038fb373d1/service-mesh/istio/policies/authorization-policies.yaml
253	IBM/charts	stable/ibm-istio/charts/mixer/templates/config.yaml	cc0f046da9caa65f35355dd6fbe17f2be03dc41f	NOASSERTION	https://github.com/IBM/charts/blob/5cbdb83bdc5012d99ba169069b1a2d6bea6a0369/stable/ibm-istio/charts/mixer/templates/config.yaml
254	GoogleCloudPlatform/cloud-run-mesh	manifests/identityprovider-crd-v1.yaml	96aab3c55d93f5c6178c621a2ab6c08f832fde08	NOASSERTION	https://github.com/GoogleCloudPlatform/cloud-run-mesh/blob/cac57262761bc33a1690d6643a41828c649cb352/manifests/identityprovider-crd-v1.yaml
255	GoogleCloudPlatform/asm-user-auth	samples/httpbin-authz.yaml	fdd38c0a5a4f328f8a0c2c4df9b8d81204a15447	NOASSERTION	https://github.com/GoogleCloudPlatform/asm-user-auth/blob/66a857689466751f03f0cade6045bfff31eb196a/samples/httpbin-authz.yaml
256	PacktPublishing/Kubernetes---An-Enterprise-Guide-2E	chapter13/coursed-grained-authorization/coursed-grained-az.yaml	c995c6fd3bf8603f53f615854b4409845efa8637	NOASSERTION	https://github.com/PacktPublishing/Kubernetes---An-Enterprise-Guide-2E/blob/357642cab83c2400d3a5bb9771ea019d33aa554c/chapter13/coursed-grained-authorization/coursed-grained-az.yaml
257	aeciopires/learning-istio	OLD/authorization/rbac/ratings-policy.yaml	66bb9804686f2ac3edc76fd2bb96caaa9902f655	NOASSERTION	https://github.com/aeciopires/learning-istio/blob/8d86ba5c403a7a8a6523cdf8b7fde1103971e208/OLD/authorization/rbac/ratings-policy.yaml
258	redhat-cop/agnosticd	ansible/roles/ocp4-workload-3scale-servicemesh-demo/tasks/provision_api.yaml	074fc4377a42a6a05f35312106a65f372b5f5b48	NOASSERTION	https://github.com/redhat-cop/agnosticd/blob/6d3b75f715e2849c899a180c977a7514ffa7e543/ansible/roles/ocp4-workload-3scale-servicemesh-demo/tasks/provision_api.yaml
259	RedHatTraining/DO328-apps	istio-tutorial/istiofiles/namespace-rbac-policy-jwt.yml	b353f563ab755bd81170c0c36030f9e0c83f5765	NOASSERTION	https://github.com/RedHatTraining/DO328-apps/blob/8d7e5cd37e66dce61354cb764fc5c27bbc81ddc3/istio-tutorial/istiofiles/namespace-rbac-policy-jwt.yml
260	wescale/k8s-advanced-training	Istio/advanced/secured-vs.yaml	987c290ca522a33728e65912dc22fe480f3c25d8	NOASSERTION	https://github.com/wescale/k8s-advanced-training/blob/ea8ab60bcfdbacffab1113fff1da2f8678ec4ede/Istio/advanced/secured-vs.yaml
261	christian-posta/istio-workshop	istio/example/oscon-demo/security-talk/istio/namespace-rbac-policy-jwt.yml	e36e383967ca2ed1efaf6e8a624145a92cf14340	NOASSERTION	https://github.com/christian-posta/istio-workshop/blob/9009ac0ecadd2ed87a0d5f4cce6e1da37521f0d2/istio/example/oscon-demo/security-talk/istio/namespace-rbac-policy-jwt.yml
262	openthings/kubernetes-tools	istio/istio-1.0.0/istio.yaml	bb9cf00404a8e181387b4b9d4d85227dbffc66e2	NOASSERTION	https://github.com/openthings/kubernetes-tools/blob/88b67575b6865d0ca411cad1e49ecee06f3628bf/istio/istio-1.0.0/istio.yaml
263	cloudposse/charts	incubator/istio/_charts/mixer/templates/config.yaml	c0522601689f6dc6815933ecebc8fcbf95696feb	NOASSERTION	https://github.com/cloudposse/charts/blob/efd700de803a84594e7d5a60c3db47b732ae4025/incubator/istio/_charts/mixer/templates/config.yaml
264	PacktPublishing/Kubernetes-An-Enterprise-Guide-Third-Edition	chapter17/coursed-grained-authorization/coursed-grained-az.yaml	d05ffc10f562bd2ac468c5c2f25eb7acc079ede4	NOASSERTION	https://github.com/PacktPublishing/Kubernetes-An-Enterprise-Guide-Third-Edition/blob/f8ad4b0f361c035173f6632521c20e295baa7822/chapter17/coursed-grained-authorization/coursed-grained-az.yaml
265	NVIDIA/cloud-native-docs	secure-services-istio-keycloak/manifests/authorizationPolicy.yaml	3dfdbf147559135e2925acfa75cde013b95da6fe	NOASSERTION	https://github.com/NVIDIA/cloud-native-docs/blob/222b269b1b0850c82595c8098d881241ca76d3f4/secure-services-istio-keycloak/manifests/authorizationPolicy.yaml
266	RedHatGov/service-mesh-workshop-code	config/istio/authorization-boards-shared-lockdown.yaml	6491a9b6da30a1c852b6a53266b81b07b1235641	NOASSERTION	https://github.com/RedHatGov/service-mesh-workshop-code/blob/3bda71039bc1e12e106e77c6f687e55ca991afd3/config/istio/authorization-boards-shared-lockdown.yaml
267	maistra/istio-operator	resources/helm/v2.0/mesh-config/templates/mixer-config.yaml	89c0c3c9f3314019941117190ebade9905d214da	NOASSERTION	https://github.com/maistra/istio-operator/blob/d8661db79a1caeacb50d4b9671ed0c1fdcf3f28b/resources/helm/v2.0/mesh-config/templates/mixer-config.yaml
268	PacktPublishing/Kubernetes---An-Enterprise-Guide-2E	chapter13/write-checks/write_checks.yaml	e69cbc990fd833195ad311913d8339e634556f84	NOASSERTION	https://github.com/PacktPublishing/Kubernetes---An-Enterprise-Guide-2E/blob/357642cab83c2400d3a5bb9771ea019d33aa554c/chapter13/write-checks/write_checks.yaml
269	Sfeir/kubernetes-istio-workshop	manifests/istio/security/rbac/namespace-rbac-policy-jwt.yml	b353f563ab755bd81170c0c36030f9e0c83f5765	NOASSERTION	https://github.com/Sfeir/kubernetes-istio-workshop/blob/5f70ecc25dac4cf74408fc3dcf75582b4f135240/manifests/istio/security/rbac/namespace-rbac-policy-jwt.yml
270	richxcame/ride-hailing	k8s/istio/security-policies.yaml	f2a1d556d940e101b5ce7400cbdae6a41d943f3c	NOASSERTION	https://github.com/richxcame/ride-hailing/blob/8ed6eb9d01eab660bf713b8d48d9f42e4bb596e8/k8s/istio/security-policies.yaml
271	wescale/k8s-advanced-training	Correction/Istio/advanced/secured-vs.yaml	38c567e9d584800d68d841cb39340c5a6ff7fa5b	NOASSERTION	https://github.com/wescale/k8s-advanced-training/blob/ea8ab60bcfdbacffab1113fff1da2f8678ec4ede/Correction/Istio/advanced/secured-vs.yaml
272	somosphi/nestjs-seed	scripts/kubernetes/service-role-binding-user.yaml	7a6750702d7ad299cc78ded2456b52ab47477bed	NOASSERTION	https://github.com/somosphi/nestjs-seed/blob/eadbf1876aabb8502b659b3e07f787a243a66834/scripts/kubernetes/service-role-binding-user.yaml
273	bpbpublications/Security-for-Containers-and-Kubernetes	Chapter 12/request.yaml	8bb340dac68955cedff5d6e079c483e5f32f0bca	NOASSERTION	https://github.com/bpbpublications/Security-for-Containers-and-Kubernetes/blob/5de05d02b829236997e32c6531e2fcde98ec2740/Chapter 12/request.yaml
274	somosphi/nestjs-seed	scripts/kubernetes/service-role-binding-admin.yaml	ff7cbcb3fdb88ef190d4e44f27a035cf8f974079	NOASSERTION	https://github.com/somosphi/nestjs-seed/blob/eadbf1876aabb8502b659b3e07f787a243a66834/scripts/kubernetes/service-role-binding-admin.yaml
275	solsson/istio-access-control	08-authorization/servicerolebinding.yaml	90d52edd64c2d7bf253d06842c8cf84a3be59b52	NOASSERTION	https://github.com/solsson/istio-access-control/blob/11d0de386d33cabbdbeacd1466d301b774fbcd5a/08-authorization/servicerolebinding.yaml
276	rinormaloku/istio-mastery	resource-manifests/istio/security/mod-role.yaml	1b7656ff7c4ad5253e4f5002ca269c7087da1711	NOASSERTION	https://github.com/rinormaloku/istio-mastery/blob/575685ecc69479a0709bd2f37c749bc15740e757/resource-manifests/istio/security/mod-role.yaml
277	achetronic/mcp-forge	chart/values.yaml	11cd110d6c0a539f087bff03676900a0f10216a2	NOASSERTION	https://github.com/achetronic/mcp-forge/blob/20e3d707c0ae8f3d355ba6dea51913e5cd959413/chart/values.yaml
